Reaction,Annotation
rxn00720, Nucleotide metabolism
rxn13980, Lipid metabolism
rxn09019, Metabolism of terpenoids and polyketides
rxn28390,
rxn33488, Carbohydrate metabolism
rxn12537, Metabolism of cofactors and vitamins
rxn01639, Amino acid metabolism
rxn21212, Amino acid metabolism
rxn00926, Nucleotide metabolism
rxn03174, Metabolism of cofactors and vitamins
rxn00426, Amino acid metabolism
rxn08162, Nucleotide metabolism
rxn34299, Carbohydrate metabolism
rxn38273,
rxn15218, Lipid metabolism
rxn11774, Xenobiotics biodegradation and metabolites
rxn03798, Xenobiotics biodegradation and metabolites
rxn06139, Lipid metabolism
rxn31361,
rxn27286, Glycan biosynthesis and metabolism
rxn04454, Metabolism of terpenoids and polyketides
rxn20040, Xenobiotics biodegradation and metabolites
rxn36441, Lipid metabolism
rxn32529,
rxn32978, Carbohydrate metabolism
rxn00107, Nucleotide metabolism
rxn03675, Xenobiotics biodegradation and metabolites
rxn03327, Biosynthesis of other secondary metabolites
rxn03159, Glycan biosynthesis and metabolism
rxn04494, Metabolism of terpenoids and polyketides
rxn32981, Nucleotide metabolism
rxn30533,
rxn07646, Metabolism of terpenoids and polyketides
rxn04950,
rxn09297, Nucleotide metabolism
rxn03040, Amino acid metabolism
rxn35537,
rxn01511, Nucleotide metabolism
rxn16888,
rxn38132,
rxn03772,
rxn01870, Carbohydrate metabolism
rxn04317, Metabolism of terpenoids and polyketides
EXpd00084,
rxn31528, Metabolism of terpenoids and polyketides
rxn07741, Lipid metabolism
rxn35438, Nucleotide metabolism
rxn07686, Lipid metabolism
rxn07744, Biosynthesis of other secondary metabolites
rxn19714,
rxn01508, Nucleotide metabolism
rxn01124, Carbohydrate metabolism
rxn06934, Carbohydrate metabolism
rxn02852, Xenobiotics biodegradation and metabolites
rxn05549,
rxn35545, Amino acid metabolism
rxn06258,
rxn00672, Carbohydrate metabolism
rxn06078, Amino acid metabolism
rxn30209,
rxn06648,
rxn03597, Xenobiotics biodegradation and metabolites
rxn38077, Carbohydrate metabolism
rxn02363, Amino acid metabolism
rxn15080,
rxn16280, Xenobiotics biodegradation and metabolites
rxn07476, Carbohydrate metabolism
rxn27944, Nucleotide metabolism
rxn27728, Amino acid metabolism
rxn33738, Lipid metabolism
rxn01674, Nucleotide metabolism
rxn07492, Carbohydrate metabolism
rxn03056, Amino acid metabolism
rxn29989, Amino acid metabolism
rxn03603, Xenobiotics biodegradation and metabolites
rxn30018, Nucleotide metabolism
rxn03152, Xenobiotics biodegradation and metabolites
rxn30156,
rxn19827, Amino acid metabolism
rxn32559, Amino acid metabolism
rxn00278, Amino acid metabolism
rxn38342, Carbohydrate metabolism
rxn19340,
EXpd00263,
rxn33145, Carbohydrate metabolism
rxn00595, Xenobiotics biodegradation and metabolites
rxn15104, Glycan biosynthesis and metabolism
rxn04050, Metabolism of cofactors and vitamins
rxn06045, Lipid metabolism
rxn31851, Carbohydrate metabolism
rxn31256, Lipid metabolism
rxn30897, Carbohydrate metabolism
rxn03341, Amino acid metabolism
rxn09456, Lipid metabolism
rxn33241,
rxn04472, Xenobiotics biodegradation and metabolites
rxn24332,
rxn09615, Xenobiotics biodegradation and metabolites
rxn09300,
rxn15229, Nucleotide metabolism
rxn01621, Carbohydrate metabolism
rxn00244,
rxn35246,
rxn36080,
rxn14017,
rxn27919, Nucleotide metabolism
rxn35442, Carbohydrate metabolism
rxn15821, Metabolism of terpenoids and polyketides
rxn11749, Xenobiotics biodegradation and metabolites
rxn05224, Nucleotide metabolism
rxn35345, Carbohydrate metabolism
rxn22820,
rxn00298, Carbohydrate metabolism
rxn15727, Xenobiotics biodegradation and metabolites
rxn02688, Xenobiotics biodegradation and metabolites
rxn03545, Biosynthesis of other secondary metabolites
rxn32553,
rxn02295, Amino acid metabolism
rxn03690, Xenobiotics biodegradation and metabolites
rxn07295, Metabolism of cofactors and vitamins
rxn30983,
rxn35691, Metabolism of other amino acids
rxn04413, Metabolism of cofactors and vitamins
rxn00875, Carbohydrate metabolism
rxn15877, Carbohydrate metabolism
rxn29978, Carbohydrate metabolism
rxn32174, Energy metabolism
rxn16414,
rxn10168, Lipid metabolism
rxn00879, Biosynthesis of other secondary metabolites
rxn08200,
rxn33318, Energy metabolism
rxn07764, Biosynthesis of other secondary metabolites
rxn32567, Nucleotide metabolism
rxn35693,
rxn01467, Metabolism of terpenoids and polyketides
rxn31834, Metabolism of cofactors and vitamins
rxn03893, Metabolism of cofactors and vitamins
rxn05054, Metabolism of cofactors and vitamins
rxn15155, Carbohydrate metabolism
rxn02274, Amino acid metabolism
rxn25970,
rxn37127, Metabolism of terpenoids and polyketides
rxn04518, Metabolism of terpenoids and polyketides
rxn02447, Lipid metabolism
rxn03665, Xenobiotics biodegradation and metabolites
rxn03799, Xenobiotics biodegradation and metabolites
rxn27716, Carbohydrate metabolism
rxn34730, Lipid metabolism
rxn02527, Carbohydrate metabolism
rxn11203,
rxn01510, Nucleotide metabolism
rxn38087,
rxn07903, Xenobiotics biodegradation and metabolites
rxn29993, Amino acid metabolism
EXpd08625,
rxn08445,
rxn01799, Nucleotide metabolism
rxn05147, Nucleotide metabolism
rxn38060, Amino acid metabolism
rxn16119, Metabolism of terpenoids and polyketides
rxn33035, Carbohydrate metabolism
rxn10106, Energy metabolism
rxn06983, Carbohydrate metabolism
rxn11879, Carbohydrate metabolism
rxn16660, Xenobiotics biodegradation and metabolites
rxn08186, Metabolism of cofactors and vitamins
rxn32803, Carbohydrate metabolism
rxn04338, Metabolism of terpenoids and polyketides
GmPosellwall,
EXpd00438,
rxn08861,
rxn03921, Xenobiotics biodegradation and metabolites
rxn38163, Metabolism of cofactors and vitamins
rxn00941, Metabolism of cofactors and vitamins
rxn08113, Carbohydrate metabolism
rxn01944, Amino acid metabolism
rxn35639,
rxn04724, Xenobiotics biodegradation and metabolites
rxn01951, Carbohydrate metabolism
rxn03282,
rxn02577, Xenobiotics biodegradation and metabolites
rxn00928, Amino acid metabolism
rxn02192, Lipid metabolism
rxn32139, Carbohydrate metabolism
rxn04928, Carbohydrate metabolism
rxn37956, Lipid metabolism
rxn06089, Lipid metabolism
rxn27766, Nucleotide metabolism
rxn37912,
rxn00177, Carbohydrate metabolism
rxn27852, Energy metabolism
rxn15943, Lipid metabolism
rxn27110, Amino acid metabolism
rxn08188, Metabolism of cofactors and vitamins
rxn33386, Carbohydrate metabolism
rxn38833, Nucleotide metabolism
rxn34798,
rxn07319, Lipid metabolism
rxn35444, Metabolism of terpenoids and polyketides
rxn00613,
rxn06744,
rxn33082, Lipid metabolism
rxn12772, Carbohydrate metabolism
rxn02273, Amino acid metabolism
rxn16178, Metabolism of terpenoids and polyketides
rxn38143, Metabolism of cofactors and vitamins
rxn33633, Carbohydrate metabolism
rxn06409, Amino acid metabolism
rxn38702, Amino acid metabolism
rxn04787, Amino acid metabolism
rxn16727, Metabolism of terpenoids and polyketides
rxn38043, Amino acid metabolism
rxn07307, Energy metabolism
rxn03613, Biosynthesis of other secondary metabolites
rxn11811, Xenobiotics biodegradation and metabolites
rxn06081, Lipid metabolism
rxn15963,
rxn00763, Lipid metabolism
rxn05733,
rxn34729, Lipid metabolism
rxn01538, Metabolism of cofactors and vitamins
rxn39377, Amino acid metabolism
rxn33856, Nucleotide metabolism
rxn03360, Amino acid metabolism
rxn15996, Xenobiotics biodegradation and metabolites
